GeneID	BN4_540	BN4_541	BN4_770	BN4_771	BN4_772	BN4_773
Gene18431	7	2	1	1	0	1
Gene18432	1	4	3	2	0	5
Gene18433	6	1	0	3	1	2
Gene18434	0	12	0	0	1	6
Gene18435	0	0	0	0	32	0
Gene18436	5	0	0	0	7	0
Gene18437	0	70	51	81	0	0
Gene18438	0	0	0	0	92	0
Gene18439	0	0	0	0	35	0
Gene18440	10	0	0	0	0	0
Gene18441	23	39	6	16	22	13
Gene18442	0	0	14	0	0	0
Gene18443	2	4	2	11	4	0
Gene18444	14	89	9	0	20	0
Gene18445	0	0	0	0	36	0
Gene18446	0	354	403	185	0	0
Gene18447	10	0	0	0	1037	0
Gene18448	0	11	0	0	0	0
Gene18449	62	0	1	89	34	0
Gene18450	0	0	0	18	0	0
Gene18451	0	9	3	3	5	7
Gene18452	0	0	0	0	11	0
Gene18453	0	0	14	0	0	0
Gene18454	0	0	0	0	0	206
Gene18455	17	0	0	0	0	0
Gene18456	3	29	4	3	2	0
Gene18457	0	7	20	19	0	0
Gene18458	0	0	0	0	224	0
Gene18459	0	0	0	50	0	0
Gene18460	23	248	0	0	0	0
Gene18461	0	0	0	0	37	0
Gene18462	0	13	0	0	0	0
Gene18463	22	40	11	4	11	11
Gene18464	0	0	22	0	0	0
Gene18465	3	4	0	1	0	2
Gene18466	0	0	0	37	0	0
Gene18467	49	0	0	0	127	0
Gene18468	16	0	0	0	0	0
Gene18469	11	0	0	0	31	0
Gene18470	2	8	1	0	1	0
Gene18471	53	0	0	0	0	0
Gene18472	0	0	20	0	0	0
Gene18473	4	3	3	2	1	3
Gene18474	130	18	19	5	122	0
Gene18475	41	0	0	0	0	0
Gene18476	10	1	0	0	0	0
Gene18477	16	9	0	0	0	0
Gene18478	7	6	2	1	0	0
Gene18479	0	0	0	0	24	0
Gene18480	0	0	0	0	34	0
Gene18481	79	0	0	0	0	0
Gene18482	0	2	11	20	0	0
Gene18483	8	0	0	0	20	0
Gene18484	7	2	2	1	2	6
Gene18485	2	6	2	1	1	0
Gene18486	0	0	11	0	0	0
Gene18487	86	57	32	53	56	143
Gene18488	0	0	0	0	18	0
Gene18489	16	58	10	70	29	0
Gene18490	0	0	101	0	0	0
Gene18491	69	0	0	0	0	0
Gene18492	5	6	0	0	2	2
Gene18493	85	1	0	0	0	0
Gene18494	1043	0	0	0	33	0
Gene18495	0	12	1	5	1	0
Gene18496	12	0	0	0	0	0
Gene18497	0	142	0	0	0	0
Gene18498	57	373	294	259	33	0
Gene18499	162	0	0	0	0	0
Gene18500	0	0	0	0	67	0
Gene18501	1	9	0	0	3	0
Gene18502	9	0	0	0	54	0
Gene18503	0	69	44	58	0	0
Gene18504	5	0	0	0	0	14
Gene18505	9	9	1	10	3	4
Gene18506	5	2	5	7	6	2
Gene18507	0	181	0	40	0	0
Gene18508	56	0	0	0	276	0
Gene18509	4	5	0	5	2	0
Gene18510	4	6	6	3	1	0
Gene18511	28	0	0	0	0	0
Gene18512	11	0	0	0	0	0
Gene18513	2	3	2	11	0	1
Gene18514	1529	714	47	0	0	0
Gene18515	0	19	0	0	0	0
Gene18516	5	1	0	0	7	0
Gene18517	0	0	0	0	69	47
Gene18518	4	21	5	8	3	4
Gene18519	276	0	0	0	0	0
Gene18520	2	5	5	2	1	1
Gene18521	0	26	0	0	0	0
Gene18522	0	0	0	0	26	0
Gene18523	0	25	0	11	218	0
Gene18524	32	12	0	20	127	0
Gene18525	9	0	0	0	23	0
Gene18526	74	0	0	0	0	0
Gene18527	0	0	0	0	0	130
Gene18528	5	51	0	0	46	0
Gene18529	1	98	35	20	1	17
Gene18530	0	23	7	6	16	0
Gene18531	0	0	0	0	0	24
Gene18532	29	87	13	17	14	0
Gene18533	0	0	0	0	0	800
Gene18534	17	0	0	0	0	0
Gene18535	4	18	7	3	14	8
Gene18536	0	6	3	2	0	0
Gene18537	10	0	0	0	0	0
Gene18538	1	4	1	5	1	2
Gene18539	0	0	29	0	0	0
Gene18540	1	6	0	3	1	0
Gene18541	3	6	2	1	1	0
Gene18542	0	0	0	0	82	0
Gene18543	11	0	0	0	53	0
Gene18544	5	13	21	0	0	0
Gene18545	0	2	10	0	0	0
Gene18546	93	0	0	0	0	0
Gene18547	0	19	0	0	0	4
Gene18548	1	3	7	5	3	13
Gene18549	33	0	0	0	0	0
Gene18550	7	4	2	6	10	25
Gene18551	0	0	0	0	0	21
Gene18552	11	0	0	0	0	0
Gene18553	5	5	0	1	5	1
Gene18554	12	0	0	0	0	0
Gene18555	0	0	0	0	0	11
Gene18556	4	0	0	0	6	0
Gene18557	90	57	44	0	0	221
Gene18558	6	5	6	15	3	7
Gene18559	286	0	0	0	0	0
Gene18560	48	0	0	0	0	0
Gene18561	0	0	10	0	0	0
Gene18562	18	0	0	0	27	51
Gene18563	5	63	10	8	4	4
Gene18564	40	0	0	0	0	0
Gene18565	0	0	149	0	0	0
Gene18566	185	40	0	0	0	0
Gene18567	14	0	0	0	13	0
Gene18568	38	644	342	0	0	0
Gene18569	13	0	0	0	0	0
Gene18570	6	0	0	0	8	0
Gene18571	36	0	0	0	59	0
Gene18572	0	47	0	0	0	0
Gene18573	257	0	0	0	155	0
Gene18574	108	0	0	0	59	0
Gene18575	16	73	123	101	0	0
Gene18576	96	0	0	0	160	0
Gene18577	27	0	0	0	0	0
Gene18578	10	15	4	0	3	36
Gene18579	0	0	0	19	0	0
Gene18580	17	0	0	0	0	0
Gene18581	14	0	0	0	0	0
Gene18582	67	31	291	99	0	0
Gene18583	1	1	0	0	1	8
Gene18584	3	0	0	0	12	0
Gene18585	0	0	18	0	0	0
Gene18586	11	23	0	0	0	0
Gene18587	0	0	0	0	0	10
Gene18588	52	156	0	0	22	0
Gene18589	6	1	0	0	4	0
Gene18590	3	1	1	0	3	3
Gene18591	12	0	0	0	0	0
Gene18592	0	0	0	0	28	0
Gene18593	0	0	60	0	0	0
Gene18594	0	86	0	0	0	0
Gene18595	2	7	1	6	3	4
Gene18596	2	8	1	1	1	0
Gene18597	3	13	0	0	2	4
Gene18598	873	6597	4100	1982	79	66
Gene18599	32	0	0	0	0	0
Gene18600	0	0	0	0	0	15
Gene18601	113	14	84	0	25	244
Gene18602	27	0	0	0	0	0
Gene18603	22	0	0	0	0	0
Gene18604	2	2	1	3	2	1
Gene18605	10	6	0	2	4	1
Gene18606	0	0	10	0	0	0
Gene18607	6	12	3	5	3	0
Gene18608	2	12	6	6	0	0
Gene18609	9	60	92	127	11	57
Gene18610	46	0	0	0	0	0
Gene18611	0	0	0	0	29	0
Gene18612	5	2	0	0	3	3
Gene18613	0	0	12	0	0	0
Gene18614	1	10	5	5	0	0
Gene18615	2	7	1	1	1	3
Gene18616	53	0	0	0	0	0
Gene18617	16	0	0	0	0	0
Gene18618	14	5	2	3	2	2
Gene18619	55	104	15	12	63	0
Gene18620	0	0	494	0	0	0
Gene18621	0	6	4	10	7	0
Gene18622	0	0	0	0	15	0
Gene18623	0	0	16	0	0	0
Gene18624	0	0	0	0	0	59
Gene18625	0	0	0	0	13	0
Gene18626	0	10	0	0	0	0
Gene18627	7	0	0	0	0	590
Gene18628	0	0	0	0	207	0
Gene18629	53	0	0	0	72	335
Gene18630	12	22	7	15	5	0
Gene18631	89	58	10	0	69	60
Gene18632	163	128	81	85	309	43
Gene18633	2	4	0	3	4	0
Gene18634	0	10	3	2	0	0
Gene18635	0	0	0	0	41	0
Gene18636	12	8	2	4	7	4
Gene18637	4	1	2	7	0	0
Gene18638	1	15	5	2	2	0
Gene18639	58	20	0	6	111	22
Gene18640	0	8	4	15	0	0
Gene18641	21	191	134	300	27	0
Gene18642	0	0	20	0	0	0
Gene18643	0	0	13	0	0	0
Gene18644	3	3	0	1	7	2
Gene18645	42	4	0	0	24	0
Gene18646	30	0	0	0	0	0
Gene18647	43	0	0	0	0	0
Gene18648	0	0	10	0	0	0
Gene18649	31	0	0	0	0	17
Gene18650	67	0	0	0	0	0
Gene18651	6	6	17	9	1	3
Gene18652	13	19	0	0	57	0
Gene18653	0	0	10	0	0	0
Gene18654	106	99	0	0	28	52
Gene18655	13	0	0	0	0	0
Gene18656	4	45	0	0	0	0
Gene18657	21	0	0	0	0	0
Gene18658	19	0	0	0	0	0
Gene18659	0	10	0	0	0	101
Gene18660	0	63	0	0	0	0
Gene18661	0	0	0	0	57	0
Gene18662	2	7	0	0	4	5
Gene18663	7	2	0	1	3	2
Gene18664	48	0	0	0	0	0
Gene18665	0	5	0	0	0	45
Gene18666	27	0	0	0	0	0
Gene18667	27	0	0	0	0	0
Gene18668	15	0	0	0	0	0
Gene18669	5	4	2	3	5	3
Gene18670	9	0	0	0	40	0
Gene18671	15	0	0	0	0	0
Gene18672	76	0	0	0	0	0
Gene18673	5	4	1	0	1	1
Gene18674	21	0	0	0	0	0
Gene18675	87	0	0	0	289	74
Gene18676	0	0	44	0	0	0
Gene18677	0	0	0	0	0	30
Gene18678	10	16	1	7	1	1
Gene18679	6	15	8	0	5	0
Gene18680	0	0	0	0	63	0
Gene18681	17	32	10	19	24	26
Gene18682	15	15	2	11	8	2
Gene18683	14	0	0	0	274	3707
Gene18684	52	78	106	146	19	0
Gene18685	16	0	0	0	85	69
Gene18686	2	0	2	8	0	0
Gene18687	0	0	0	0	0	41
Gene18688	20	10	0	18	22	0
Gene18689	5	2	4	9	1	0
Gene18690	3	11	0	0	0	0
Gene18691	16	0	0	0	0	0
Gene18692	0	0	16	0	0	0
Gene18693	10	0	0	0	0	0
Gene18694	1	6	4	0	1	3
Gene18695	19	14	0	0	0	307
Gene18696	5	0	0	0	10	0
Gene18697	6	5	2	11	3	0
Gene18698	7	0	0	0	15	0
Gene18699	2	2	2	2	1	3
Gene18700	49	0	0	0	0	0
Gene18701	0	0	0	266	0	0
Gene18702	276	0	0	0	453	0
Gene18703	10	13	2	11	7	8
Gene18704	0	0	11	0	0	0
Gene18705	31	26	0	5	0	0
Gene18706	1	8	4	0	0	0
Gene18707	0	0	0	0	54	0
Gene18708	12	0	0	0	0	0
Gene18709	1	2	7	3	1	0
Gene18710	4	8	0	0	3	1
Gene18711	24	0	0	0	0	0
Gene18712	0	2	2	2	0	4
Gene18713	15	0	0	0	0	0
Gene18714	5	21	0	5	0	0
Gene18715	7	77	0	0	0	0
Gene18716	0	0	139	0	0	0
Gene18717	96	0	0	0	39	0
Gene18718	0	101	0	0	0	0
Gene18719	353	0	0	0	0	0
Gene18720	33	0	0	0	0	0
Gene18721	0	0	0	34	0	0
Gene18722	18	0	0	0	0	0
Gene18723	21	15	0	0	0	0
Gene18724	0	0	0	0	105	0
Gene18725	21	0	0	0	0	0
Gene18726	20	99	8	13	39	0
Gene18727	0	0	10	0	0	0
Gene18728	16	28	0	26	0	0
Gene18729	10	5	0	0	0	0
Gene18730	0	8	34	5	0	0
Gene18731	2	9	4	0	2	2
Gene18732	0	0	0	0	37	32
Gene18733	4	0	71	21	0	0
Gene18734	7	0	0	0	91	0
Gene18735	2	4	2	2	1	2
Gene18736	10	4	1	1	0	0
Gene18737	37	104	127	107	0	0
Gene18738	12	0	0	0	0	0
Gene18739	8	7	0	0	0	0
Gene18740	0	0	0	0	25	0
Gene18741	0	0	0	0	32	0
Gene18742	1	4	3	1	2	0
Gene18743	14	0	0	0	0	0
Gene18744	16	0	0	0	0	0
Gene18745	0	6	3	2	1	0
Gene18746	0	0	11	0	0	0
Gene18747	33	0	0	0	0	0
Gene18748	9	3	0	0	11	0
Gene18749	9	81	0	0	3	0
Gene18750	0	9	10	16	0	0
Gene18751	0	36	26	14	0	0
Gene18752	23	87	0	0	0	0
Gene18753	52	0	0	0	0	0
Gene18754	7	154	0	0	0	0
Gene18755	0	2	2	6	0	0
Gene18756	13	0	0	0	0	0
Gene18757	0	137	107	3	18	0
Gene18758	9	0	0	0	0	51
Gene18759	0	1	1	10	0	0
Gene18760	9	20	0	0	0	0
Gene18761	3	12	2	0	0	2
Gene18762	12	0	0	0	0	0
Gene18763	1	184	0	0	0	0
Gene18764	15	0	0	0	0	146
Gene18765	36	13	0	0	0	0
Gene18766	17	0	0	0	0	0
Gene18767	44	55	6	0	74	322
Gene18768	10	0	0	0	0	0
Gene18769	3	7	2	4	0	1
Gene18770	4	7	0	0	0	0
Gene18771	1	5	0	2	3	6
Gene18772	0	10	0	0	0	0
Gene18773	0	0	0	0	19	0
Gene18774	78	132	256	210	31	0
Gene18775	41	187	57	0	0	0
Gene18776	0	0	35	0	0	0
Gene18777	0	21	0	15	0	0
Gene18778	17	0	0	18	57	0
Gene18779	3	5	8	7	2	19
Gene18780	12	0	0	0	0	0
Gene18781	27	60	0	0	0	0
Gene18782	54	261	49	20	191	1174
Gene18783	20	0	0	0	0	0
Gene18784	12	0	0	0	0	0
Gene18785	0	0	11	0	0	0
Gene18786	0	0	11	0	0	0
Gene18787	3	12	0	0	0	0
Gene18788	11	0	0	0	13	0
Gene18789	22	161	0	0	0	0
Gene18790	24	0	0	0	0	0
Gene18791	13	0	0	0	0	0
Gene18792	26	99	66	0	0	0
Gene18793	25	111	184	125	0	0
Gene18794	248	399	352	322	0	11
Gene18795	3	6	2	1	3	10
Gene18796	0	0	0	0	0	385
Gene18797	16	0	0	0	0	0
Gene18798	0	0	0	0	60	0
Gene18799	0	0	0	20	704	0
Gene18800	1	15	3	4	0	0
Gene18801	0	7	5	20	0	0
Gene18802	25	0	0	0	0	0
Gene18803	0	0	0	0	18	0
Gene18804	18	4	0	0	2	0
Gene18805	4	1	0	0	3	3
Gene18806	2	6	1	3	3	5
Gene18807	36	0	0	0	0	0
Gene18808	9	327	68	63	9	0
Gene18809	0	0	0	0	0	17
Gene18810	0	0	0	0	25	0
Gene18811	255	48	1	1	48	0
Gene18812	0	15	0	0	0	0
Gene18813	7	5	0	0	0	0
Gene18814	144	113	0	73	0	0
Gene18815	10	0	0	0	0	0
Gene18816	12	0	0	0	0	0
Gene18817	5	8	7	21	2	4
Gene18818	0	0	0	0	20	0
Gene18819	0	0	0	0	8	158
Gene18820	33	0	0	17	0	0
Gene18821	0	0	0	0	0	24
Gene18822	24	0	0	0	0	0
Gene18823	14	14	2	5	4	0
Gene18824	28	0	9	0	0	0
Gene18825	6	5	0	1	1	0
Gene18826	3	19	14	1	0	0
Gene18827	20	0	0	0	0	0
Gene18828	23	0	0	0	0	0
Gene18829	6	4	1	3	1	0
Gene18830	0	154	27	0	0	0
Gene18831	0	0	161	0	0	0
Gene18832	0	0	0	0	0	57
Gene18833	14	7	0	0	0	0
Gene18834	11	0	0	0	0	0
Gene18835	40	0	0	0	0	0
Gene18836	6	8	1	3	1	0
Gene18837	0	0	0	0	150	0
Gene18838	0	0	27	0	0	0
Gene18839	5	4	14	2	0	0
Gene18840	0	0	10	0	0	0
Gene18841	10	0	0	0	0	0
Gene18842	10	0	0	0	25	0
Gene18843	2	0	0	0	1	15
Gene18844	0	294	54	14	0	0
Gene18845	19	4	81	34	0	0
Gene18846	0	0	0	0	20	0
Gene18847	0	0	0	0	12	0
Gene18848	64	129	48	6	6	0
Gene18849	0	0	0	0	695	0
Gene18850	0	14	0	0	341	0
Gene18851	42	106	44	79	7	0
Gene18852	19	0	0	0	0	0
Gene18853	0	0	5	5	0	0
Gene18854	5	5	6	9	2	1
Gene18855	4	45	8	0	0	0
Gene18856	4	3	1	9	0	3
Gene18857	12	0	0	0	0	0
Gene18858	38	0	0	0	32	0
Gene18859	7	0	0	0	13	0
Gene18860	0	12	0	0	0	0
Gene18861	6	1	3	0	0	0
Gene18862	0	69	0	0	0	0
Gene18863	18	0	0	0	0	0
Gene18864	34	33	7	13	31	0
Gene18865	2	0	2	0	4	5
Gene18866	0	15	0	0	31	0
Gene18867	0	0	0	0	63	0
Gene18868	4	2	0	0	8	0
Gene18869	36	0	0	0	0	0
Gene18870	6	3	0	1	2	0
Gene18871	7	0	0	0	9	1
Gene18872	5	9	0	0	0	0
Gene18873	4	6	1	9	0	0
Gene18874	6	6	3	0	2	8
Gene18875	21	121	117	158	0	26
Gene18876	1	4	0	1	2	9
Gene18877	10	16	9	13	0	0
Gene18878	1	16	0	0	0	0
Gene18879	3	1	2	1	4	0
Gene18880	0	7	2	1	0	0
Gene18881	33	10	0	0	0	0
Gene18882	0	0	168	0	0	0
Gene18883	659	103	20	32	35	0
Gene18884	25	0	0	0	0	0
Gene18885	11	0	0	0	0	0
Gene18886	2	6	2	1	3	0
Gene18887	4	5	11	9	0	0
Gene18888	14	0	0	0	28	0
Gene18889	0	71	0	0	0	0
Gene18890	4	0	0	0	59	0
Gene18891	392	342	0	0	34	83
Gene18892	19	0	0	0	0	0
Gene18893	0	122	121	254	0	0
Gene18894	37	0	0	0	0	0
Gene18895	3	1	1	0	7	6
Gene18896	1	14	2	0	2	0
Gene18897	12	0	0	0	0	0
Gene18898	0	0	0	0	164	0
Gene18899	0	4	1	9	0	0
Gene18900	4	10	0	9	0	0
Gene18901	4	0	0	0	1	7
Gene18902	120	58	0	0	130	83
Gene18903	111	60	62	85	0	0
Gene18904	79	7	0	0	48	0
Gene18905	4	10	8	3	1	0
Gene18906	0	0	0	0	20	0
Gene18907	16	0	0	0	0	0
Gene18908	3	7	0	0	0	0
Gene18909	7	3	1	3	0	0
Gene18910	0	0	0	0	0	38
Gene18911	43	53	0	11	0	74
Gene18912	4	8	6	11	1	0
Gene18913	1	5	2	0	6	0
Gene18914	13	0	0	0	0	0
Gene18915	0	0	0	0	43	0
Gene18916	0	0	0	0	1	1401
Gene18917	14	0	0	0	47	0
Gene18918	11	0	0	0	0	0
Gene18919	27	0	0	0	0	18
Gene18920	7	6	0	0	1	6
Gene18921	3	53	239	203	0	0
Gene18922	0	11	0	0	0	0
Gene18923	3	3	1	1	0	5
Gene18924	6	10	3	7	3	5
Gene18925	9	55	26	26	0	0
Gene18926	0	0	0	0	0	29
Gene18927	0	0	0	21	0	0
Gene18928	16	0	0	0	0	0
Gene18929	0	68	0	0	19	0
Gene18930	15	0	0	0	0	0
Gene18931	5	6	1	0	0	0
Gene18932	3	0	0	0	9	0
Gene18933	35	0	0	0	0	0
Gene18934	41	0	0	0	149	0
Gene18935	0	17	0	0	0	0
Gene18936	13	0	0	0	0	0
Gene18937	0	0	52	0	0	0
Gene18938	403	15	0	0	72	0
Gene18939	0	0	0	0	0	39
Gene18940	0	108	65	0	22	0
Gene18941	31	0	0	0	24	30
Gene18942	0	0	12	0	0	0
Gene18943	0	0	145	0	0	0
Gene18944	0	9	2	0	0	0
Gene18945	0	0	0	0	12	0
Gene18946	4	8	1	4	2	2
Gene18947	5	62	0	0	0	0
Gene18948	0	9	1	0	0	0
Gene18949	70	0	0	0	0	0
Gene18950	0	12	0	0	0	0
Gene18951	8	31	6	7	2	3
Gene18952	10	6	0	1	4	1
Gene18953	12	40	12	12	5	2
Gene18954	0	0	11	0	0	0
Gene18955	8	11	2	0	14	29
Gene18956	0	16	0	0	0	0
Gene18957	0	9	2	1	0	0
Gene18958	2	7	2	2	2	1
Gene18959	20	29	16	27	0	0
Gene18960	19	95	0	0	0	0
Gene18961	0	0	0	0	0	19
Gene18962	5	8	1	2	1	9
Gene18963	0	0	0	0	1	9
Gene18964	23	0	0	0	31	0
Gene18965	0	0	0	0	12	0
Gene18966	1	29	4	6	3	5
Gene18967	0	10	9	6	0	0
Gene18968	29	0	0	0	0	0
Gene18969	1	3	4	3	2	0
Gene18970	7	7	7	12	3	0
Gene18971	21	0	0	0	0	0
Gene18972	8	67	17	0	110	53
Gene18973	4	7	1	1	4	7
Gene18974	368	34	0	3	9	0
Gene18975	44	40	20	18	125	0
Gene18976	4	0	0	0	23	0
Gene18977	6	3	1	0	1	0
Gene18978	3	48	3	4	0	0
Gene18979	0	84	0	0	0	0
Gene18980	5	4	3	1	0	0
Gene18981	5	7	0	2	3	0
Gene18982	2	2	0	0	3	8
Gene18983	106	14	0	0	69	0
Gene18984	20	59	43	76	0	0
Gene18985	11	0	1	38	0	0
Gene18986	8	21	17	17	7	38
Gene18987	0	33	4	10	0	0
Gene18988	8	94	0	0	12	0
Gene18989	0	0	10	0	0	0
Gene18990	1	2	0	1	0	7
Gene18991	0	0	329	0	0	0
Gene18992	0	0	17	0	0	0
Gene18993	0	25	70	0	25	0
Gene18994	0	19	0	0	0	0
Gene18995	33	28	16	31	0	0
Gene18996	14	0	0	0	39	0
Gene18997	0	0	3	0	7	0
Gene18998	5	2	13	0	22	0
Gene18999	10	11	0	0	15	0
Gene19000	10	0	0	0	0	0
Gene19001	0	15	0	0	0	0
Gene19002	9	7	3	4	11	5
Gene19003	11	0	0	0	89	0
Gene19004	0	0	0	0	0	12
Gene19005	0	0	0	0	0	15
Gene19006	0	0	15	0	0	0
Gene19007	20	0	0	0	0	0
Gene19008	24	0	0	0	0	0
Gene19009	0	40	0	0	0	0
Gene19010	97	48	4	13	140	45
Gene19011	5	62	28	32	0	0
Gene19012	2	11	1	0	1	0
Gene19013	1	0	1	0	3	8
Gene19014	0	0	0	0	130	0
Gene19015	36	0	0	0	45	86
Gene19016	1	6	4	4	0	0
Gene19017	5	13	4	2	8	1
Gene19018	0	0	0	0	2	11
Gene19019	83	399	128	100	56	157
Gene19020	26	0	0	0	0	0
Gene19021	4	41	12	22	3	2
Gene19022	0	18	0	9	0	0
Gene19023	13	0	0	0	0	0
Gene19024	61	0	0	0	0	0
Gene19025	3	9	1	1	1	4
Gene19026	20	300	48	66	0	13
Gene19027	0	0	0	0	30	0
Gene19028	24	143	52	30	18	0
Gene19029	0	75	0	0	0	0
Gene19030	0	0	250	0	0	0
Gene19031	21	33	10	11	10	2
Gene19032	9	1626	383	441	0	0
Gene19033	1	22	2	0	0	0
Gene19034	0	15	9	20	0	0
Gene19035	29	0	0	0	16	23
Gene19036	161	128	429	343	43	44
Gene19037	0	0	71	0	0	0
Gene19038	0	0	47	0	0	0
Gene19039	17	0	0	0	0	0
Gene19040	3	4	3	0	1	1
Gene19041	8	29	4	5	3	2
Gene19042	17	10	0	0	0	0
Gene19043	5	0	0	0	0	22
Gene19044	7	20	3	3	4	13
Gene19045	0	26	0	0	0	0
Gene19046	5	2	4	2	4	22
Gene19047	174	0	0	0	141	105
Gene19048	11	0	0	0	0	0
Gene19049	0	0	11	0	0	0
Gene19050	23	0	0	0	0	0
Gene19051	16	0	0	0	0	0
Gene19052	8	0	0	0	25	0
Gene19053	6	5	1	2	3	3
Gene19054	32	0	0	0	0	96
Gene19055	1	2	1	5	0	1
Gene19056	6	6	4	0	1	1
Gene19057	18	0	0	0	0	0
Gene19058	68	20	0	51	23	0
Gene19059	86	0	0	0	33	0
Gene19060	26	0	0	0	0	0
Gene19061	13	0	0	0	0	0
Gene19062	21	23	23	26	9	12
Gene19063	0	0	0	0	46	0
Gene19064	64	37	0	13	60	46
Gene19065	47	0	0	0	0	0
Gene19066	0	0	0	0	26	0
Gene19067	0	7	5	5	0	0
Gene19068	0	120	0	0	0	0
Gene19069	0	0	32	0	0	0
Gene19070	0	38	92	29	0	0
Gene19071	3	24	19	24	6	0
Gene19072	14	7	5	10	4	5
Gene19073	85	0	0	0	0	0
Gene19074	0	0	0	0	82	0
Gene19075	0	0	23	0	0	0
Gene19076	21	0	0	0	0	0
Gene19077	5	11	2	0	3	6
Gene19078	17	0	0	0	4	26
Gene19079	28	0	0	0	14	0
Gene19080	16	0	0	0	36	0
Gene19081	11	0	0	0	0	0
Gene19082	11	0	0	0	0	0
Gene19083	3	1	0	1	2	3
Gene19084	12	0	0	0	0	0
Gene19085	4	6	1	1	1	1
Gene19086	0	0	19	0	0	0
Gene19087	0	3	0	1	11	0
Gene19088	0	0	0	0	33	0
Gene19089	24	0	0	0	0	0
Gene19090	0	0	12	0	0	0
Gene19091	5	12	1	0	3	13
Gene19092	57	28	0	14	36	0
Gene19093	34	0	0	0	0	0
Gene19094	0	0	0	0	62	0
Gene19095	32	0	0	0	0	0
Gene19096	0	0	0	0	0	26
Gene19097	4	2	0	1	5	0
Gene19098	7	9	19	55	0	0
Gene19099	0	0	0	0	11	0
Gene19100	3	1	5	1	10	2
Gene19101	4	0	0	0	22	0
Gene19102	52	24	0	0	34	0
Gene19103	92	0	0	0	0	223
Gene19104	22	0	0	0	0	0
Gene19105	0	0	18	0	0	0
Gene19106	5	5	0	0	0	3
Gene19107	19	0	0	0	0	0
Gene19108	2	19	0	3	0	0
Gene19109	13	0	0	0	0	0
Gene19110	0	0	0	0	34	0
Gene19111	15	0	0	0	0	0
Gene19112	24	0	0	0	30	0
Gene19113	44	0	0	0	0	0
Gene19114	75	0	0	0	0	0
Gene19115	15	0	0	0	0	0
Gene19116	259	0	0	0	290	66
Gene19117	12	6	1	4	4	8
Gene19118	3	22	2	7	3	3
Gene19119	9	9	6	5	2	12
Gene19120	6	5	7	0	5	0
Gene19121	7	7	0	0	4	2
Gene19122	0	0	0	0	0	10
Gene19123	579	0	0	0	0	0
Gene19124	0	0	104	0	0	0
Gene19125	0	19	19	29	25	0
Gene19126	274	0	0	0	0	0
Gene19127	0	88	163	403	0	0
Gene19128	0	0	19	0	0	0
Gene19129	3	8	0	0	0	0
Gene19130	400	554	265	194	188	0
Gene19131	4	4	3	9	7	6
Gene19132	0	0	0	0	12	0
Gene19133	281	0	0	0	339	0
Gene19134	16	0	0	0	0	0
Gene19135	0	0	12	0	0	0
Gene19136	1	3	1	4	2	0
Gene19137	182	0	0	0	0	0
Gene19138	618	140	13	524	549	108
Gene19139	4	6	0	0	0	0
Gene19140	12	0	0	6	0	0
Gene19141	0	64	0	27	0	0
Gene19142	0	0	205	0	0	0
Gene19143	24	66	16	36	3	26
Gene19144	31	172	7	6	0	0
Gene19145	14	127	97	80	0	39
Gene19146	3	9	4	1	1	1
Gene19147	8	14	0	0	15	5
Gene19148	12	0	0	0	0	0
Gene19149	15	2	0	0	0	0
Gene19150	187	118	121	166	0	0
Gene19151	15	0	0	0	0	54
Gene19152	0	1	3	7	0	0
Gene19153	3	11	2	0	0	0
Gene19154	49	0	0	0	0	0
Gene19155	0	161	0	0	0	0
Gene19156	24	0	0	0	0	0
Gene19157	0	0	0	0	0	20
Gene19158	13	0	0	0	0	0
Gene19159	50	191	41	202	152	0
Gene19160	0	92	0	0	0	0
Gene19161	13	0	0	0	0	0
Gene19162	0	0	0	0	0	287
Gene19163	13	0	0	0	0	0
Gene19164	3	6	0	0	2	3
Gene19165	4	16	10	8	2	0
Gene19166	115	0	0	0	0	0
Gene19167	1	6	0	1	3	0
Gene19168	17	20	4	10	17	0
Gene19169	2	10	4	1	0	1
Gene19170	116	65	17	28	26	0
Gene19171	10	0	7	4	5	0
Gene19172	126	21	0	0	0	0
Gene19173	5	4	4	0	1	0
Gene19174	6	16	4	0	0	0
Gene19175	9	12	4	3	5	2
Gene19176	0	0	0	0	12	182
Gene19177	50	0	18	0	0	0
Gene19178	0	27	0	0	7	0
Gene19179	42	224	149	379	0	67
Gene19180	454	0	0	0	13	0
Gene19181	17	0	0	0	0	0
Gene19182	2	24	15	23	0	0
Gene19183	10	0	0	0	0	0
Gene19184	0	10	20	0	0	0
Gene19185	6	7	3	2	3	4
Gene19186	10	0	0	0	0	0
Gene19187	39	0	0	0	0	0
Gene19188	0	7	2	1	0	0
Gene19189	4	0	0	4	1	3
Gene19190	6	4	2	0	5	0
Gene19191	0	113	33	0	12	0
Gene19192	7	15	0	0	0	0
Gene19193	24	0	0	0	0	0
Gene19194	9	2	0	0	3	0
Gene19195	0	0	0	0	25	0
Gene19196	6	13	4	10	5	10
Gene19197	7	23	7	8	3	6
Gene19198	2	2	1	3	0	3
Gene19199	16	25	2	1	5	2
Gene19200	410	58	0	1	0	0
Gene19201	0	40	10	19	0	0
Gene19202	5	13	10	4	0	0
Gene19203	130	105	191	70	353	146
Gene19204	1	20	0	0	0	0
