GeneID	BN4_540	BN4_541	BN4_770	BN4_771	BN4_772	BN4_773
Gene9420	166	103	19	19	113	0
Gene9421	3	149	25	0	51	720
Gene9422	1	12	2	2	3	9
Gene9423	24	0	0	0	68	78
Gene9424	13	19	1	5	2	11
Gene9425	108	28	20	9	23	149
Gene9426	13462	21768	8987	12568	7336	8025
Gene9427	3069	2966	822	1115	2145	1417
Gene9428	205	380	98	202	211	168
Gene9429	14	5	4	3	3	0
Gene9430	12	10	4	2	2	15
Gene9431	248	104	276	1048	116	920
Gene9432	24	177	57	28	0	108
Gene9433	4	13	2	9	1	1
Gene9434	236	453	0	83	79	257
Gene9435	104	73	0	0	34	211
Gene9436	10	6	1	3	13	0
Gene9437	32	29	26	47	9	0
Gene9438	96	26	28	152	2	0
Gene9439	91	39	50	48	6	17
Gene9440	39	17	22	22	28	74
Gene9441	27	35	11	14	18	10
Gene9442	47	244	35	9	0	0
Gene9443	52	8	4	3	7	1
Gene9444	86	532	764	535	342	0
Gene9445	10	38	14	5	8	9
Gene9446	1338	1791	0	378	42	0
Gene9447	181	267	37	28	102	563
Gene9448	271	172	220	119	258	358
Gene9449	358	542	171	200	412	123
Gene9450	55	245	42	39	216	189
Gene9451	15	37	8	9	8	0
Gene9452	2115	2558	1658	2053	1164	6548
Gene9453	53	29	0	19	57	0
Gene9454	77	56	20	0	51	0
Gene9455	485	684	388	334	241	186
Gene9456	22	16	0	0	0	0
Gene9457	8	49	0	0	0	10
Gene9458	855	539	157	56	502	227
Gene9459	445	535	79	566	301	1338
Gene9460	8	190	96	67	107	0
Gene9461	4	8	6	3	0	6
Gene9462	59	164	0	0	93	23
Gene9463	140	40	9	13	8	52
Gene9464	311	323	166	0	0	0
Gene9465	74	37	21	30	56	0
Gene9466	536	0	0	0	0	0
Gene9467	1063	1231	453	391	400	265
Gene9468	131	45	14	61	84	0
Gene9469	31	22	32	45	10	34
Gene9470	11	29	0	23	0	21
Gene9471	805	803	338	446	562	540
Gene9472	46	44	32	38	0	117
Gene9473	0	98	0	0	161	0
Gene9474	38	87	0	0	145	1042
Gene9475	10	30	14	9	7	10
Gene9476	6	6	5	2	2	6
Gene9477	920	192	450	210	246	0
Gene9478	927	1506	715	1456	637	206
Gene9479	83	41	0	0	0	0
Gene9480	4222	6	3	2	0	37
Gene9481	70	1061	238	482	112	20
Gene9482	163	19	52	0	551	675
Gene9483	619	184	20	29	179	93
Gene9484	5	15	13	27	0	28
Gene9485	630	101	2052	7041	32	0
Gene9486	13	23	6	6	5	2
Gene9487	76	9	0	24	36	0
Gene9488	4	21	5	10	3	5
Gene9489	130	1108	271	229	64	27
Gene9490	55	138	0	0	0	344
Gene9491	524	0	187	14	0	84
Gene9492	86	464	183	128	47	47
Gene9493	485	364	154	204	689	1933
Gene9494	280	0	0	74	0	0
Gene9495	58	15	0	0	0	0
Gene9496	84	68	62	54	65	0
Gene9497	220	46	244	116	0	0
Gene9498	27	19	10	8	43	6
Gene9499	59	108	52	211	77	32
Gene9500	257	256	211	426	90	0
Gene9501	16	51	0	0	10	0
Gene9502	32	0	0	17	45	0
Gene9503	453	173	0	3	1478	0
Gene9504	3076	9040	3975	3977	2139	4814
Gene9505	114	506	180	123	55	148
Gene9506	89	480	0	0	15	0
Gene9507	0	21	1	31	178	0
Gene9508	18	320	26	13	19	42
Gene9509	48	28	0	0	32	120
Gene9510	4	18	5	9	3	4
Gene9511	301	98	4	6	365	51
Gene9512	5	3	1	1	5	10
Gene9513	91	196	41	158	186	0
Gene9514	121	183	168	221	74	12
Gene9515	21	41	12	16	10	20
Gene9516	262	127	131	76	0	56
Gene9517	0	45	33	0	10	0
Gene9518	13	32	13	25	5	8
Gene9519	85	22	7	29	36	0
Gene9520	236	280	362	85	144	376
Gene9521	108	148	1	0	378	119
Gene9522	42	41	16	25	20	29
Gene9523	6	18	1	1	7	10
Gene9524	107	226	14	0	126	255
Gene9525	396	100	244	155	435	106
Gene9526	1392	2335	1053	1122	731	1237
Gene9527	298	864	1799	4929	1	0
Gene9528	137	64	13	47	9	83
Gene9529	80	176	52	168	26	0
Gene9530	308	1416	2275	700	294	0
Gene9531	439	395	23	19	162	0
Gene9532	8	9	4	6	2	0
Gene9533	30	0	0	0	0	0
Gene9534	27	308	29	44	35	0
Gene9535	82	204	0	36	129	48
Gene9536	837	1562	733	1047	216	358
Gene9537	524	2512	1085	792	580	1086
Gene9538	1839	5024	1665	1297	1058	2099
Gene9539	6	17	5	14	5	0
Gene9540	967	856	0	0	416	0
Gene9541	4	32	15	6	6	2
Gene9542	12	23	8	45	11	0
Gene9543	25	81	25	46	0	0
Gene9544	133	40	7	14	8	11
Gene9545	3	20	0	0	58	0
Gene9546	132	15	13	2	137	1
Gene9547	19	22	15	10	13	8
Gene9548	51	14	0	0	3	0
Gene9549	500	1115	654	556	289	264
Gene9550	164	53	0	55	38	0
Gene9551	336	208	457	877	3	29
Gene9552	135	35	71	113	257	0
Gene9553	284	174	27	60	131	31
Gene9554	35	118	29	20	20	0
Gene9555	22	0	0	0	0	0
Gene9556	4	25	4	2	3	2
Gene9557	4	27	1	2	3	14
Gene9558	67	45	0	0	75	0
Gene9559	149	396	120	129	15	125
Gene9560	7	912	269	0	0	0
Gene9561	1	15	3	0	0	9
Gene9562	184	409	50	611	101	0
Gene9563	103	0	0	0	0	0
Gene9564	27	51	9	5	11	0
Gene9565	94	263	66	54	37	11
Gene9566	12	6	2	1	159	2
Gene9567	61	74	20	43	24	18
Gene9568	6284	12118	3607	3939	4204	5220
Gene9569	80	15	1	2	85	1978
Gene9570	212	78	44	87	34	0
Gene9571	1	5	1	0	3	13
Gene9572	5	4	0	0	5	14
Gene9573	53	167	165	137	45	89
Gene9574	15	28	4	2	7	12
Gene9575	21	359	0	0	0	0
Gene9576	5843	6263	2446	1163	3428	661
Gene9577	3	22	15	18	3	1
Gene9578	26	25	0	7	0	0
Gene9579	2534	4520	2253	2463	1255	3648
Gene9580	19	46	6	28	21	0
Gene9581	179	250	47	29	83	315
Gene9582	1485	820	1274	706	0	325
Gene9583	6	65	0	0	17	0
Gene9584	16	36	39	16	66	52
Gene9585	72	16	0	0	0	0
Gene9586	82	1	0	0	0	26
Gene9587	307	10	0	0	0	147
Gene9588	60	469	62	203	0	0
Gene9589	67	143	0	0	44	0
Gene9590	122	344	231	156	109	193
Gene9591	44	85	42	23	0	35
Gene9592	7	34	0	0	24	0
Gene9593	79	175	144	310	94	0
Gene9594	29	84	15	10	41	0
Gene9595	257	0	0	0	38	0
Gene9596	196	934	0	0	188	0
Gene9597	8370	874	1743	760	3100	767
Gene9598	1912	0	16	522	1310	534
Gene9599	128	178	42	33	204	90
Gene9600	2898	4989	1685	2526	1943	1033
Gene9601	134	42	7	14	9	0
Gene9602	24	94	19	23	0	0
Gene9603	28	64	31	22	26	43
Gene9604	54	0	0	0	0	46
Gene9605	24	0	0	5	0	47
Gene9606	19	17	0	0	0	341
Gene9607	18	19	4	2	3	6
Gene9608	163	270	26	147	384	458
Gene9609	1927	7690	1246	1060	1259	1060
Gene9610	450	135	0	0	0	43
Gene9611	58	81	20	53	64	0
Gene9612	0	0	0	0	56	0
Gene9613	131	0	0	0	19	0
Gene9614	68	43	10	10	0	0
Gene9615	519	0	0	0	170	74
Gene9616	35	30	0	0	75	0
Gene9617	38	71	48	53	9	41
Gene9618	134	0	1	0	0	0
Gene9619	29	73	7	10	59	58
Gene9620	250	194	247	134	114	26
Gene9621	204	417	214	29	97	213
Gene9622	49	77	20	18	18	17
Gene9623	2171	2717	1059	251	520	498
Gene9624	2	32	0	1	1	0
Gene9625	6419	5627	4	212	221	0
Gene9626	12	7	4	0	11	2
Gene9627	179	228	0	0	129	129
Gene9628	54	65	0	12	0	75
Gene9629	24	97	58	43	47	0
Gene9630	1421	2660	673	356	1561	2077
Gene9631	50	26	163	224	21	0
Gene9632	61	77	0	0	67	0
Gene9633	19	328	92	120	46	12
Gene9634	3	14	16	26	6	4
Gene9635	5	16	10	18	3	0
Gene9636	31	41	1	13	10	2
Gene9637	198	120	1	159	0	0
Gene9638	18	37	20	17	23	11
Gene9639	3	20	3	1	8	0
Gene9640	246	469	188	76	24	49
Gene9641	18	5	0	0	0	0
Gene9642	267	1642	372	327	197	152
Gene9643	141	59	0	0	33	0
Gene9644	0	32	16	74	0	0
Gene9645	33	135	0	50	34	0
Gene9646	1027	1	0	0	0	0
Gene9647	42	25	6	23	13	0
Gene9648	11	23	10	3	4	13
Gene9649	25	149	108	267	26	60
Gene9650	47	12	0	0	0	79
Gene9651	49	327	194	171	0	0
Gene9652	311	191	145	307	148	23
Gene9653	378	330	48	15	115	0
Gene9654	350	1124	731	394	1161	109
Gene9655	21	18	11	7	10	5
Gene9656	863	368	8	62	14	8
Gene9657	128	658	505	735	72	94
Gene9658	178	1513	393	341	0	552
Gene9659	94	314	283	116	277	53
Gene9660	3	8	2	12	6	0
Gene9661	2	17	0	7	10	0
Gene9662	16	62	0	0	32	35
Gene9663	1867	2263	1409	968	1020	2391
Gene9664	7	112	109	130	27	0
Gene9665	13	10	1	0	2	0
Gene9666	128	97	114	40	87	155
Gene9667	28	44	14	19	10	10
Gene9668	125	229	58	80	0	222
Gene9669	683	834	189	171	530	745
Gene9670	81	132	0	41	0	0
Gene9671	207	363	1	365	345	0
Gene9672	0	83	0	0	29	0
Gene9673	191	114	40	123	687	756
Gene9674	60	34	0	20	72	0
Gene9675	33	1	0	0	48	21
Gene9676	41	32	0	44	0	0
Gene9677	82	360	20	50	78	22
Gene9678	0	19	0	19	161	0
Gene9679	311	93	24	69	120	174
Gene9680	10	26	47	119	7	7
Gene9681	20	5	1	1	0	2
Gene9682	5	13	2	7	3	2
Gene9683	170	118	28	45	161	65
Gene9684	370	734	205	71	570	0
Gene9685	52	144	67	63	98	71
Gene9686	2984	4897	2956	1159	1799	922
Gene9687	14	46	1	4	3	1
Gene9688	14	20	18	32	20	25
Gene9689	27	26	8	14	9	22
Gene9690	6	16	1	2	9	0
Gene9691	48	0	0	0	0	169
Gene9692	225	240	453	245	163	0
Gene9693	4	22	8	12	6	1
Gene9694	35	5	0	0	0	0
Gene9695	69	48	42	0	0	0
Gene9696	198	5	1	4	1	0
Gene9697	200	968	695	401	116	189
Gene9698	4	11	3	3	1	7
Gene9699	16	40	46	43	16	7
Gene9700	56	48	0	0	113	0
Gene9701	55	14	12	15	35	0
Gene9702	811	146	0	0	0	0
Gene9703	8	14	8	14	5	0
Gene9704	17	9	0	0	0	0
Gene9705	441	673	161	229	78	146
Gene9706	337	374	80	53	116	20
Gene9707	35	7	0	0	26	33
Gene9708	6	31	5	4	2	17
Gene9709	72	0	37	5	58	0
Gene9710	10	1	2	0	9	7
Gene9711	29	53	14	55	16	0
Gene9712	59	375	3	312	26	167
Gene9713	298	51	87	0	38	0
Gene9714	39	81	0	0	0	0
Gene9715	7	0	0	0	19	40
Gene9716	51	30	0	0	370	0
Gene9717	145	76	48	11	353	68
Gene9718	51	0	0	0	0	0
Gene9719	59	0	0	0	0	45
Gene9720	315	0	49	1262	627	0
Gene9721	32	24	5	9	16	32
Gene9722	16	146	0	0	0	265
Gene9723	9	18	17	0	0	83
Gene9724	3674	1461	4394	1549	1460	943
Gene9725	41	0	0	2	1	902
Gene9726	15	0	0	0	207	148
Gene9727	521	31	11	10	1	14
Gene9728	1331	1675	898	843	867	1919
Gene9729	53	114	24	70	34	0
Gene9730	84	27	0	0	0	0
Gene9731	25	63	0	3	72	0
Gene9732	515	29	127	136	259	262
Gene9733	19	29	0	0	37	5
Gene9734	135	6	1	2	5	3
Gene9735	13	26	8	12	1	1
Gene9736	8	78	12	10	3	0
Gene9737	4	11	2	10	5	0
Gene9738	0	96	0	0	0	0
Gene9739	611	528	216	172	465	444
Gene9740	103	0	0	0	252	113
Gene9741	20	82	0	0	0	0
Gene9742	87	33	0	0	0	125
Gene9743	11	25	17	13	8	43
Gene9744	6	20	7	5	10	26
Gene9745	2	10	8	3	5	0
Gene9746	84	87	32	10	83	0
Gene9747	52	0	0	0	17	0
Gene9748	4	19	10	8	1	3
Gene9749	680	238	0	0	366	0
Gene9750	9128	14572	5380	5829	5779	14564
Gene9751	352	765	288	213	201	52
Gene9752	101	94	125	267	75	0
Gene9753	29	125	0	0	26	0
Gene9754	16	23	2	0	8	13
Gene9755	110	24	17	30	0	0
Gene9756	110	29	0	17	0	0
Gene9757	18	711	23	10	0	0
Gene9758	3	7	5	5	1	0
Gene9759	45	49	45	69	1	30
Gene9760	267	2107	319	199	117	118
Gene9761	148	251	59	215	33	0
Gene9762	88	146	0	0	262	2875
Gene9763	18	0	0	0	18	0
Gene9764	25	328	115	233	51	41
Gene9765	109	82	0	0	29	186
Gene9766	47	1	0	7	0	0
Gene9767	28	12	47	37	73	89
Gene9768	18	16	3	3	5	35
Gene9769	61	146	14	0	21	0
Gene9770	325	348	0	0	229	46
Gene9771	404	859	251	292	552	410
Gene9772	18	50	15	7	0	18
Gene9773	62	82	74	72	0	101
Gene9774	44	0	0	0	0	0
Gene9775	3	7	2	4	6	2
Gene9776	147	0	0	0	0	0
Gene9777	83	9	1	1	3	6
Gene9778	100	42	50	265	54	1
Gene9779	16	24	0	0	0	0
Gene9780	161	302	61	16	224	366
Gene9781	43	3923	0	0	0	0
Gene9782	384	453	134	186	98	119
Gene9783	244	576	120	90	61	269
Gene9784	44	78	47	50	32	27
Gene9785	395	141	0	0	36	0
Gene9786	13	84	45	28	0	0
Gene9787	36	79	22	11	7	24
Gene9788	0	21	1	67	0	0
Gene9789	12	26	420	1849	0	0
Gene9790	56	0	0	0	36	91
Gene9791	90	1742	0	0	0	0
Gene9792	177	66	37	64	135	29
Gene9793	1731	3022	838	941	2180	2472
Gene9794	36	27	5	12	16	19
Gene9795	52	112	211	603	36	0
Gene9796	12	7	5	8	10	1
Gene9797	12	37	28	25	7	8
Gene9798	55	33	0	0	0	0
Gene9799	5152	2353	1477	1192	2740	775
Gene9800	19	66	17	33	10	15
Gene9801	9	4	23	14	2	9
Gene9802	61	45	0	27	65	0
Gene9803	83	155	63	8	123	214
Gene9804	161	211	10	15	143	376
Gene9805	353	0	0	0	25	0
Gene9806	102	28	155	181	106	0
Gene9807	467	187	83	61	34	0
Gene9808	3507	4834	783	1248	4259	296
Gene9809	5	14	12	6	1	12
Gene9810	12	27	1	8	11	14
Gene9811	235	872	345	376	62	49
Gene9812	70	22	0	0	8	0
Gene9813	244	139	85	0	0	0
Gene9814	10	15	6	10	7	42
Gene9815	520	3755	194	173	187	133
Gene9816	72	209	110	49	9	0
Gene9817	9	19	3	7	1	6
Gene9818	13	240	103	18	3	24
Gene9819	23	99	58	10	0	0
Gene9820	295	155	43	39	27	8
Gene9821	377	1225	1038	1909	111	106
Gene9822	6	25	0	14	0	0
Gene9823	14	36	14	7	21	16
Gene9824	11	72	91	149	20	0
Gene9825	932	154	0	1	2970	119
Gene9826	782	188	1462	861	33	0
Gene9827	2609	166	0	0	1216	351
Gene9828	80	61	192	71	141	2222
Gene9829	95	0	0	0	59	0
Gene9830	204	195	138	97	37	0
Gene9831	772	42	83	0	0	0
Gene9832	8	23	9	7	4	2
Gene9833	17	176	0	0	0	0
Gene9834	2728	449	2243	1963	525	0
Gene9835	254	538	179	214	59	85
Gene9836	183	108	41	0	29	0
Gene9837	6516	13531	5545	7444	3541	5110
Gene9838	1	137	0	0	113	0
Gene9839	4	35	86	5	1	0
Gene9840	111	179	0	94	0	0
Gene9841	59	0	0	0	71	0
Gene9842	205	0	0	0	20	0
Gene9843	37	36	0	0	0	0
Gene9844	2	3	3	7	0	6
Gene9845	1	6	2	3	1	10
Gene9846	13	3	6	2	7	0
Gene9847	6	32	17	52	0	1
Gene9848	5659	6726	2938	2925	5153	6718
Gene9849	119	0	0	0	0	0
Gene9850	236	59	527	64	0	988
Gene9851	180	150	16	0	84	11
Gene9852	50	0	0	0	0	0
Gene9853	75	193	100	129	21	2868
Gene9854	399	49	3	672	0	0
Gene9855	49	107	7	26	10	13
Gene9856	1464	1540	1093	296	330	0
Gene9857	10	0	0	0	12	0
Gene9858	0	11	0	0	0	0
Gene9859	14	27	4	2	4	77
Gene9860	0	12	0	0	0	0
Gene9861	1	0	0	0	10	0
Gene9862	13	0	0	0	0	0
Gene9863	0	0	1	13	0	0
Gene9864	2	9	3	13	0	0
Gene9865	11	0	0	0	3	0
Gene9866	32	0	0	0	0	0
Gene9867	0	10	0	0	0	0
Gene9868	56	0	0	0	0	0
Gene9869	13	8	0	0	0	0
Gene9870	23	0	0	0	0	0
Gene9871	13	0	0	0	0	0
Gene9872	4	10	6	6	2	0
Gene9873	0	0	19	0	0	0
Gene9874	0	0	15	0	0	0
Gene9875	5	51	140	49	0	0
Gene9876	56	17	0	0	0	0
Gene9877	51	25	16	48	0	0
Gene9878	6	8	4	0	1	1
Gene9879	6	11	3	3	1	10
Gene9880	48	0	0	0	0	0
Gene9881	21	0	0	0	0	0
Gene9882	12	0	0	0	0	0
Gene9883	0	13	0	0	0	0
Gene9884	0	34	2	0	0	0
Gene9885	0	0	11	0	0	0
Gene9886	7	44	8	10	4	18
Gene9887	2	31	17	26	0	0
Gene9888	0	97	24	34	0	0
Gene9889	0	7	12	27	0	0
Gene9890	11	0	0	0	0	0
Gene9891	10	0	0	0	15	35
Gene9892	0	0	15	0	0	0
Gene9893	6	6	1	4	2	1
Gene9894	13	0	0	0	0	0
Gene9895	1	5	0	4	2	1
Gene9896	203	77	706	161	134	0
Gene9897	7	0	0	0	30	0
Gene9898	0	0	3	836	0	0
Gene9899	41	40	0	0	0	0
Gene9900	12	20	0	0	0	0
Gene9901	29	0	0	0	0	0
Gene9902	3	12	2	2	4	3
Gene9903	3	5	0	3	0	0
Gene9904	17	472	17	0	0	0
Gene9905	71	20	12	95	17	0
Gene9906	20	0	0	0	0	0
Gene9907	12	39	18	0	18	0
Gene9908	0	0	13	0	0	0
Gene9909	39	0	13	22	0	0
Gene9910	13	0	0	0	0	0
Gene9911	0	6	30	24	0	0
Gene9912	1	0	0	1	0	15
Gene9913	3	6	2	0	4	1
Gene9914	420	0	0	0	0	0
Gene9915	0	4	5	14	0	0
Gene9916	2	12	0	0	4	2
Gene9917	0	0	41	169	0	0
Gene9918	0	0	0	25	0	0
Gene9919	0	0	0	0	0	62
Gene9920	10	0	0	0	282	0
Gene9921	69	0	0	0	0	0
Gene9922	0	11	0	1	3	0
Gene9923	3	27	1	6	2	2
Gene9924	0	0	35	0	0	0
Gene9925	2	13	3	1	0	12
Gene9926	16	0	0	0	0	0
Gene9927	0	287	0	0	0	0
Gene9928	11	29	17	17	8	1
Gene9929	3	5	0	3	2	1
Gene9930	28	0	0	0	0	0
Gene9931	0	0	0	0	0	72
Gene9932	14	0	0	0	0	0
Gene9933	0	0	0	0	21	0
Gene9934	27	0	0	0	0	8
Gene9935	3	3	2	1	5	0
Gene9936	0	3	3	7	0	0
Gene9937	0	0	34	0	0	0
Gene9938	0	0	13	0	0	0
Gene9939	0	10	0	0	0	0
Gene9940	0	0	0	0	0	54
Gene9941	0	0	0	0	11	0
Gene9942	0	3	4	3	0	0
Gene9943	34	0	0	76	71	0
Gene9944	6	8	5	10	7	3
Gene9945	0	8	2	0	0	0
Gene9946	283	452	681	157	412	2926
Gene9947	38	0	0	0	0	0
Gene9948	9	6	0	42	0	0
Gene9949	12	0	0	0	47	0
Gene9950	0	3	0	3	2	4
Gene9951	0	0	71	0	0	0
Gene9952	222	184	0	0	365	0
Gene9953	0	0	0	0	0	41
Gene9954	0	0	0	215	0	0
Gene9955	80	0	0	0	0	0
Gene9956	12	12	0	0	0	0
Gene9957	0	4	0	1	5	2
Gene9958	5	1	0	0	0	6
Gene9959	0	23	0	0	0	0
Gene9960	5	4	1	5	2	5
Gene9961	9	11	5	8	1	0
Gene9962	7	17	0	0	0	0
Gene9963	71	0	0	0	0	249
Gene9964	0	0	19	0	0	0
Gene9965	237	70	85	30	0	0
Gene9966	1	17	1	1	0	5
Gene9967	9	3	6	8	8	0
Gene9968	12	0	0	0	30	40
Gene9969	71	0	0	0	0	0
Gene9970	20	0	0	0	0	0
Gene9971	2	10	5	4	0	6
Gene9972	17	0	0	0	0	0
Gene9973	19	46	31	35	0	0
Gene9974	0	36	0	0	0	0
Gene9975	0	30	0	0	30	0
Gene9976	35	13	0	28	0	0
Gene9977	26	0	0	0	0	41
Gene9978	0	0	36	0	0	0
Gene9979	0	0	0	0	0	31
Gene9980	0	0	0	0	99	0
Gene9981	2	2	0	4	1	1
Gene9982	3	5	0	3	1	1
Gene9983	29	0	0	0	0	0
Gene9984	45	38	0	0	0	0
Gene9985	11	0	0	0	12	0
Gene9986	7	4	1	3	0	0
Gene9987	10	0	0	0	0	0
Gene9988	0	0	1	49	0	0
Gene9989	0	6	2	13	20	0
Gene9990	17	0	0	0	0	0
Gene9991	0	0	0	0	16	0
Gene9992	0	53	38	0	0	0
Gene9993	8	0	0	0	20	0
Gene9994	27	4	6	0	0	0
Gene9995	4	0	3	0	0	3
Gene9996	52	47	6	11	25	0
Gene9997	0	0	40	0	0	0
Gene9998	0	0	0	15	0	0
Gene9999	4	0	0	0	15	220
Gene10000	220	0	0	0	0	0
Gene10001	0	115	42	0	0	0
Gene10002	13	513	304	97	0	0
Gene10003	22	14	0	0	9	0
Gene10004	21	0	0	0	0	0
Gene10005	0	0	90	0	0	0
Gene10006	32	753	254	144	233	0
Gene10007	3	1	1	3	2	1
Gene10008	13	0	0	0	0	0
Gene10009	86	0	0	0	0	0
Gene10010	2	8	0	0	0	0
Gene10011	8	0	0	0	83	0
Gene10012	27	5	0	0	37	0
Gene10013	41	0	0	0	95	482
Gene10014	24	52	0	0	52	0
Gene10015	891	618	617	486	973	844
Gene10016	1	77	15	26	0	0
Gene10017	15	37	8	10	6	3
Gene10018	2	5	0	0	0	4
Gene10019	100	9	0	0	42	53
Gene10020	51	0	0	0	0	0
Gene10021	16	0	0	0	0	0
Gene10022	24	0	0	0	0	0
Gene10023	36	49	137	57	100	861
Gene10024	5	5	1	1	1	1
Gene10025	1	119	97	123	14	0
Gene10026	20	127	70	49	0	0
Gene10027	5	5	0	0	4	0
Gene10028	0	0	10	0	0	0
Gene10029	0	10	0	0	0	0
Gene10030	6	13	0	3	0	1
Gene10031	17	0	0	0	0	0
Gene10032	7	23	6	8	1	1
Gene10033	0	22	20	18	0	0
Gene10034	7	6	0	0	0	0
Gene10035	1	9	0	1	0	0
Gene10036	13	0	0	0	0	0
Gene10037	11	472	76	0	0	0
Gene10038	0	0	0	0	22	0
Gene10039	0	0	0	0	0	10
Gene10040	50	19	44	19	0	0
Gene10041	0	0	0	0	32	0
Gene10042	12	0	0	0	0	0
Gene10043	10	43	0	4	0	11
Gene10044	3	5	0	0	9	0
Gene10045	19	0	0	0	0	0
Gene10046	21	6	0	0	0	0
Gene10047	1	9	4	0	0	0
Gene10048	4	1	3	2	5	6
Gene10049	3	3	0	0	7	2
Gene10050	33	0	0	0	63	0
Gene10051	113	0	0	0	247	0
Gene10052	0	0	41	0	0	0
Gene10053	5	15	14	8	2	51
Gene10054	0	0	0	0	43	0
Gene10055	6	2	0	2	2	0
Gene10056	0	0	11	0	0	0
Gene10057	5	8	4	2	1	0
Gene10058	8	9	0	0	0	0
Gene10059	17	20	0	0	0	0
Gene10060	42	379	277	17	0	0
Gene10061	95	90	96	33	63	174
Gene10062	12	0	0	0	0	0
Gene10063	0	35	0	8	0	0
Gene10064	3	2	3	0	3	7
Gene10065	25	0	0	0	61	0
Gene10066	0	0	0	0	0	14
Gene10067	12	34	0	72	0	0
Gene10068	0	0	0	0	15	0
Gene10069	1	11	2	2	0	17
Gene10070	4	3	3	1	2	4
Gene10071	0	7	1	5	0	0
Gene10072	131	197	22	14	25	0
Gene10073	3	23	39	27	0	0
Gene10074	5	0	0	0	12	0
Gene10075	37	0	0	0	0	0
Gene10076	21	0	0	0	0	0
Gene10077	0	5	0	3	0	2
Gene10078	18	0	0	0	0	0
Gene10079	0	0	10	0	0	0
Gene10080	16	22	0	71	0	0
Gene10081	16	0	0	0	0	517
Gene10082	0	0	0	0	16	2179
Gene10083	14	12	9	15	3	18
Gene10084	24	396	0	0	0	0
Gene10085	570	0	0	0	0	0
Gene10086	0	12	0	0	0	0
Gene10087	0	0	0	0	46	0
Gene10088	17	8	3	5	7	16
Gene10089	0	0	0	0	12	0
Gene10090	0	0	10	0	0	0
Gene10091	0	0	0	0	0	22
Gene10092	5	0	0	0	5	0
Gene10093	0	0	0	0	0	35
Gene10094	0	7	3	1	0	0
Gene10095	0	0	0	0	0	64
Gene10096	11	0	0	0	0	0
Gene10097	10	10	0	2	2	0
Gene10098	11	0	0	0	0	0
Gene10099	0	0	0	0	0	13
Gene10100	31	0	0	0	0	0
Gene10101	6	0	0	0	21	0
Gene10102	10	16	2	16	1	5
Gene10103	5	6	0	0	4	4
Gene10104	3	35	0	0	0	0
Gene10105	4	9	0	0	0	2
Gene10106	2	11	14	12	0	0
Gene10107	11	0	0	0	0	0
Gene10108	3	3	3	3	0	2
Gene10109	0	43	34	9	87	0
Gene10110	22	0	0	0	41	0
Gene10111	0	26	20	6	0	0
Gene10112	52	0	0	0	0	0
Gene10113	0	0	0	0	0	25
Gene10114	3	4	1	2	2	1
Gene10115	25	0	0	0	0	0
Gene10116	2	15	5	7	1	2
Gene10117	3	10	0	0	0	0
Gene10118	0	13	0	0	0	0
Gene10119	194	0	0	0	0	0
Gene10120	61	97	51	33	95	0
Gene10121	25	0	0	0	0	0
Gene10122	5	4	1	3	3	0
Gene10123	28	0	0	0	0	0
Gene10124	4	12	7	0	4	1
Gene10125	66	0	0	0	25	0
Gene10126	14	0	0	0	0	0
Gene10127	7	2	1	1	4	1
Gene10128	0	104	0	0	0	0
Gene10129	17	0	0	0	0	0
Gene10130	13	0	0	0	0	0
Gene10131	14	0	0	0	19	0
Gene10132	110	58	0	26	6	455
Gene10133	131	0	0	0	125	0
Gene10134	3	5	0	2	0	0
Gene10135	10	0	0	0	0	0
Gene10136	0	14	0	0	0	0
Gene10137	2	16	1	1	1	3
Gene10138	0	0	386	0	0	0
Gene10139	15	0	0	0	0	0
Gene10140	0	0	0	0	10	0
Gene10141	0	0	249	0	0	0
Gene10142	1	1	9	5	3	4
Gene10143	3	17	3	1	0	1
Gene10144	14	0	0	0	17	0
Gene10145	10	0	0	0	0	0
Gene10146	182	0	0	0	222	125
Gene10147	13	31	11	39	2	0
Gene10148	6	3	0	0	0	8
Gene10149	3	7	1	1	0	0
Gene10150	10	0	0	0	0	0
Gene10151	0	12	0	0	0	0
Gene10152	3	5	3	2	2	2
Gene10153	90	0	0	0	0	0
Gene10154	5	20	8	0	0	0
Gene10155	29	0	0	0	0	0
Gene10156	39	0	0	0	0	0
Gene10157	32	11	0	0	13	10
Gene10158	2	7	3	2	2	0
Gene10159	327	0	0	0	0	0
Gene10160	1	12	0	0	0	0
Gene10161	0	11	0	0	0	0
Gene10162	13	0	0	0	0	0
Gene10163	55	0	0	0	0	0
Gene10164	18	0	0	0	10	34
Gene10165	0	16	8	57	0	0
Gene10166	0	0	0	0	0	11
Gene10167	38	0	0	0	0	0
Gene10168	15	0	0	0	0	0
Gene10169	5	11	7	7	3	0
Gene10170	145	20	8	0	40	40
Gene10171	83	201	25	118	26	119
Gene10172	3	3	3	0	3	1
Gene10173	0	0	0	0	69	0
Gene10174	20	23	0	0	7	0
Gene10175	19	0	0	0	11	0
Gene10176	0	15	1	0	0	0
Gene10177	219	17	0	13	57	0
Gene10178	3	0	0	0	0	19
Gene10179	10	25	0	0	0	0
Gene10180	0	40	0	0	0	0
Gene10181	0	0	12	0	0	0
Gene10182	28	0	0	0	0	0
Gene10183	146	0	0	0	0	0
Gene10184	165	154	38	166	174	0
